Index;sexe;Age;Enfant_conduite_accompagne_logique;nombre_enfants_logique;Revenus_intervale;usage_vehicule;type_vehicule;Est_rouge_logique;points_perdus;age_vehicule;type_conduite;date_demande;formule;Tarif_devis_intervale
395;F;72;FAUX;FAUX;100k-125k;Private;Van;VRAI;0;3.0;Highly Urban/ Urban;13/03/2022;dev_express;201-300
396;M;78;FAUX;FAUX;25k-50k;Commercial;Pickup;VRAI;3;8.0;Highly Urban/ Urban;05/01/2022;dev_express;201-300
397;F;38;VRAI;VRAI;50k-75k;Commercial;Pickup;FAUX;1;8.0;Highly Urban/ Urban;17/02/2022;dev_premium;401-500
398;M;92;FAUX;FAUX;<25k;Private;z_SUV;FAUX;0;16.0;z_Highly Rural/ Rural;14/04/2022;dev_premium;301-400
399;M;78;FAUX;FAUX;<25k;Private;z_SUV;FAUX;2;10.0;Highly Urban/ Urban;10/02/2022;dev_express;201-300
400;M;72;VRAI;VRAI;75k-100k;Commercial;Minivan;FAUX;0;9.0;z_Highly Rural/ Rural;17/04/2022;dev_integral;201-300
401;F;14;FAUX;FAUX;;Commercial;Sports Car;FAUX;7;1.0;Highly Urban/ Urban;15/02/2022;dev_integral;301-400
402;M;4;FAUX;FAUX;>125k;Commercial;Panel Truck;FAUX;0;5.0;Highly Urban/ Urban;07/04/2022;dev_integral;301-400
403;M;89;FAUX;VRAI;<25k;Private;z_SUV;FAUX;8;5.0;Highly Urban/ Urban;11/01/2022;dev_express;201-300
404;M;65;FAUX;FAUX;>125k;Commercial;Panel Truck;FAUX;0;16.0;Highly Urban/ Urban;29/01/2022;dev_express;201-300
405;M;59;FAUX;FAUX;>125k;Commercial;Panel Truck;VRAI;5;19.0;Highly Urban/ Urban;27/01/2022;dev_express;201-300
406;F;4;FAUX;VRAI;50k-75k;Private;Minivan;FAUX;0;7.0;Highly Urban/ Urban;09/04/2022;dev_integral;201-300
407;F;21;FAUX;VRAI;75k-100k;Commercial;z_SUV;FAUX;0;8.0;Highly Urban/ Urban;04/02/2022;dev_integral;201-300
408;M;10;FAUX;VRAI;75k-100k;Private;Minivan;FAUX;2;9.0;Highly Urban/ Urban;13/04/2022;dev_premium;301-400
409;M;40;FAUX;FAUX;;Commercial;Van;VRAI;1;14.0;Highly Urban/ Urban;01/03/2022;dev_premium;301-400
410;F;63;FAUX;FAUX;<25k;Private;z_SUV;FAUX;0;1.0;Highly Urban/ Urban;13/02/2022;dev_premium;301-400
411;M;64;FAUX;VRAI;25k-50k;Commercial;Van;VRAI;2;1.0;Highly Urban/ Urban;27/03/2022;dev_integral;301-400
412;M;50;FAUX;FAUX;100k-125k;Private;Sports Car;FAUX;0;14.0;Highly Urban/ Urban;26/03/2022;dev_express;201-300
413;F;81;FAUX;FAUX;75k-100k;Private;Pickup;FAUX;0;;Highly Urban/ Urban;05/04/2022;dev_premium;401-500
414;F;9;FAUX;FAUX;<25k;Private;z_SUV;FAUX;2;16.0;z_Highly Rural/ Rural;23/01/2022;dev_premium;401-500
415;M;77;FAUX;FAUX;75k-100k;Commercial;Pickup;FAUX;0;16.0;Highly Urban/ Urban;14/02/2022;dev_integral;201-300
416;F;56;FAUX;FAUX;25k-50k;Private;Pickup;FAUX;0;;Highly Urban/ Urban;31/03/2022;dev_express;201-300
417;M;51;FAUX;FAUX;<25k;Private;Pickup;FAUX;1;1.0;Highly Urban/ Urban;11/05/2022;dev_integral;301-400
418;F;38;FAUX;VRAI;<25k;Private;z_SUV;FAUX;7;1.0;Highly Urban/ Urban;24/03/2022;dev_integral;301-400
419;M;73;FAUX;FAUX;<25k;Private;Pickup;FAUX;6;1.0;Highly Urban/ Urban;29/03/2022;dev_express;201-300
420;F;36;FAUX;VRAI;;Commercial;Panel Truck;VRAI;0;1.0;Highly Urban/ Urban;02/01/2022;dev_integral;301-400
421;M;69;VRAI;VRAI;25k-50k;Commercial;Pickup;VRAI;5;1.0;Highly Urban/ Urban;29/05/2022;dev_integral;301-400
422;M;16;FAUX;FAUX;75k-100k;Private;Van;FAUX;11;16.0;Highly Urban/ Urban;18/04/2022;dev_integral;301-400
423;M;66;FAUX;FAUX;<25k;Private;Minivan;FAUX;2;1.0;z_Highly Rural/ Rural;17/04/2022;dev_integral;301-400
424;M;83;FAUX;FAUX;75k-100k;Commercial;Minivan;VRAI;6;7.0;Highly Urban/ Urban;08/03/2022;dev_integral;301-400
425;F;89;FAUX;FAUX;75k-100k;Private;Sports Car;FAUX;0;12.0;Highly Urban/ Urban;28/04/2022;dev_express;201-300
426;M;47;FAUX;FAUX;75k-100k;Commercial;z_SUV;FAUX;1;7.0;z_Highly Rural/ Rural;05/04/2022;dev_premium;401-500
427;M;42;VRAI;VRAI;<25k;Commercial;Minivan;FAUX;0;5.0;Highly Urban/ Urban;30/03/2022;dev_premium;501-600
428;F;59;FAUX;FAUX;50k-75k;Private;Minivan;FAUX;2;1.0;Highly Urban/ Urban;09/04/2022;dev_integral;301-400
429;F;63;FAUX;FAUX;100k-125k;Commercial;Panel Truck;FAUX;6;18.0;Highly Urban/ Urban;06/05/2022;dev_express;201-300
430;F;71;VRAI;VRAI;25k-50k;Private;z_SUV;FAUX;4;11.0;z_Highly Rural/ Rural;29/04/2022;dev_integral;301-400
431;F;48;FAUX;FAUX;25k-50k;Commercial;z_SUV;FAUX;3;1.0;Highly Urban/ Urban;03/01/2022;dev_express;201-300
432;M;20;FAUX;FAUX;50k-75k;Commercial;Panel Truck;VRAI;1;4.0;z_Highly Rural/ Rural;09/05/2022;dev_vip;901-1000
433;F;92;FAUX;FAUX;;Commercial;Pickup;VRAI;0;17.0;Highly Urban/ Urban;22/01/2022;dev_integral;201-300
434;F;9;FAUX;FAUX;25k-50k;Private;Minivan;FAUX;0;15.0;Highly Urban/ Urban;29/04/2022;dev_express;201-300
435;F;73;FAUX;FAUX;50k-75k;Commercial;Panel Truck;VRAI;5;;Highly Urban/ Urban;24/02/2022;dev_integral;301-400
436;F;58;FAUX;FAUX;<25k;Commercial;Pickup;VRAI;0;1.0;Highly Urban/ Urban;01/04/2022;dev_express;201-300
437;F;83;FAUX;FAUX;75k-100k;Commercial;Pickup;FAUX;3;13.0;Highly Urban/ Urban;12/02/2022;dev_express;201-300
438;F;59;FAUX;VRAI;25k-50k;Private;Van;VRAI;0;12.0;Highly Urban/ Urban;19/04/2022;dev_integral;301-400
439;M;79;FAUX;VRAI;<25k;Commercial;z_SUV;FAUX;2;6.0;Highly Urban/ Urban;06/02/2022;dev_premium;401-500
440;F;60;FAUX;VRAI;<25k;Private;Sports Car;FAUX;0;9.0;Highly Urban/ Urban;07/01/2022;dev_integral;201-300
441;F;29;FAUX;FAUX;<25k;Commercial;Pickup;VRAI;0;1.0;Highly Urban/ Urban;19/03/2022;dev_premium;301-400
442;F;72;FAUX;FAUX;;Private;Pickup;FAUX;0;;Highly Urban/ Urban;10/03/2022;dev_integral;301-400
443;F;50;FAUX;FAUX;25k-50k;Commercial;Pickup;VRAI;0;19.0;Highly Urban/ Urban;08/05/2022;dev_integral;301-400
444;F;87;FAUX;VRAI;50k-75k;Commercial;z_SUV;FAUX;0;7.0;Highly Urban/ Urban;09/03/2022;dev_express;201-300
445;M;73;FAUX;FAUX;<25k;Private;z_SUV;FAUX;2;15.0;Highly Urban/ Urban;20/04/2022;dev_express;201-300
446;F;80;FAUX;FAUX;100k-125k;Commercial;Pickup;VRAI;3;1.0;Highly Urban/ Urban;05/04/2022;dev_integral;301-400
447;M;48;FAUX;VRAI;75k-100k;Private;z_SUV;FAUX;4;9.0;Highly Urban/ Urban;20/05/2022;dev_integral;201-300
448;M;64;FAUX;VRAI;<25k;Private;z_SUV;FAUX;1;6.0;Highly Urban/ Urban;03/03/2022;dev_integral;201-300
449;F;69;VRAI;VRAI;<25k;Private;z_SUV;FAUX;2;1.0;Highly Urban/ Urban;12/03/2022;dev_express;201-300
450;F;83;FAUX;VRAI;50k-75k;Private;Sports Car;FAUX;0;12.0;Highly Urban/ Urban;06/01/2022;dev_express;201-300
451;M;28;FAUX;FAUX;;Commercial;Pickup;VRAI;7;4.0;Highly Urban/ Urban;17/01/2022;dev_express;201-300
452;F;91;FAUX;VRAI;<25k;Private;z_SUV;FAUX;1;8.0;Highly Urban/ Urban;04/03/2022;dev_integral;301-400
453;F;52;FAUX;FAUX;>125k;Private;z_SUV;FAUX;0;20.0;Highly Urban/ Urban;28/02/2022;dev_premium;401-500
454;M;38;FAUX;FAUX;50k-75k;Commercial;Van;FAUX;0;4.0;Highly Urban/ Urban;22/03/2022;dev_express;201-300
455;F;24;FAUX;VRAI;25k-50k;Commercial;Minivan;FAUX;0;10.0;Highly Urban/ Urban;09/05/2022;dev_express;201-300
456;F;36;FAUX;FAUX;75k-100k;Commercial;Pickup;FAUX;0;;Highly Urban/ Urban;11/03/2022;dev_integral;201-300
457;F;52;FAUX;FAUX;75k-100k;Commercial;Van;VRAI;5;1.0;Highly Urban/ Urban;19/02/2022;dev_integral;301-400
458;F;36;FAUX;VRAI;<25k;Private;Sports Car;FAUX;2;8.0;Highly Urban/ Urban;28/04/2022;dev_premium;401-500
459;M;27;FAUX;FAUX;>125k;Private;Pickup;VRAI;0;1.0;Highly Urban/ Urban;01/03/2022;dev_integral;201-300
460;M;36;VRAI;VRAI;75k-100k;Private;Minivan;VRAI;1;1.0;Highly Urban/ Urban;17/01/2022;dev_integral;201-300
461;M;58;FAUX;FAUX;<25k;Private;z_SUV;FAUX;0;9.0;z_Highly Rural/ Rural;12/03/2022;dev_premium;301-400
462;M;47;FAUX;FAUX;75k-100k;Private;Sports Car;FAUX;1;5.0;Highly Urban/ Urban;14/04/2022;dev_express;201-300
463;M;33;FAUX;FAUX;75k-100k;Commercial;Panel Truck;FAUX;0;12.0;Highly Urban/ Urban;17/02/2022;dev_express;201-300
464;F;58;FAUX;FAUX;50k-75k;Private;Minivan;FAUX;2;11.0;Highly Urban/ Urban;19/04/2022;dev_integral;201-300
465;M;74;VRAI;VRAI;<25k;Commercial;Pickup;FAUX;0;5.0;z_Highly Rural/ Rural;18/05/2022;dev_integral;201-300
466;M;86;FAUX;FAUX;50k-75k;Commercial;Pickup;VRAI;1;12.0;z_Highly Rural/ Rural;13/03/2022;dev_express;201-300
467;F;1;VRAI;VRAI;>125k;Commercial;Van;VRAI;0;;Highly Urban/ Urban;11/05/2022;dev_express;201-300
468;F;11;FAUX;FAUX;75k-100k;Commercial;Panel Truck;FAUX;1;;Highly Urban/ Urban;11/01/2022;dev_premium;401-500
469;F;19;FAUX;FAUX;<25k;Private;z_SUV;FAUX;2;6.0;Highly Urban/ Urban;09/05/2022;dev_integral;301-400
470;F;57;VRAI;VRAI;<25k;Commercial;Minivan;FAUX;6;1.0;Highly Urban/ Urban;04/01/2022;dev_integral;301-400
471;F;55;FAUX;VRAI;<25k;Private;z_SUV;FAUX;7;6.0;Highly Urban/ Urban;30/05/2022;dev_express;201-300
472;M;28;FAUX;FAUX;75k-100k;Private;Minivan;VRAI;1;9.0;Highly Urban/ Urban;06/03/2022;dev_express;201-300
473;M;23;FAUX;VRAI;25k-50k;Private;z_SUV;FAUX;7;4.0;Highly Urban/ Urban;19/01/2022;dev_premium;401-500
474;F;6;FAUX;VRAI;50k-75k;Private;Pickup;FAUX;2;9.0;Highly Urban/ Urban;20/04/2022;dev_integral;301-400
475;M;57;FAUX;FAUX;<25k;Private;z_SUV;FAUX;1;1.0;Highly Urban/ Urban;24/05/2022;dev_express;201-300
476;F;21;FAUX;VRAI;<25k;Private;z_SUV;FAUX;8;1.0;Highly Urban/ Urban;26/03/2022;dev_express;201-300
477;F;76;FAUX;FAUX;<25k;Private;z_SUV;FAUX;1;8.0;Highly Urban/ Urban;23/03/2022;dev_integral;301-400
478;M;28;FAUX;FAUX;100k-125k;Commercial;Panel Truck;VRAI;0;18.0;Highly Urban/ Urban;12/04/2022;dev_integral;201-300
479;M;29;FAUX;FAUX;>125k;Private;Minivan;FAUX;0;11.0;Highly Urban/ Urban;15/04/2022;dev_integral;301-400
480;F;68;FAUX;FAUX;50k-75k;Commercial;Pickup;VRAI;1;6.0;Highly Urban/ Urban;20/04/2022;dev_express;201-300
481;F;71;FAUX;FAUX;<25k;Private;z_SUV;FAUX;0;1.0;z_Highly Rural/ Rural;02/05/2022;dev_integral;301-400
482;F;67;FAUX;VRAI;<25k;Private;Van;VRAI;6;1.0;Highly Urban/ Urban;21/05/2022;dev_express;201-300
483;F;24;FAUX;VRAI;50k-75k;Private;z_SUV;FAUX;0;;Highly Urban/ Urban;01/03/2022;dev_express;201-300
484;F;52;VRAI;VRAI;50k-75k;Private;Minivan;FAUX;3;7.0;Highly Urban/ Urban;10/05/2022;dev_premium;401-500
485;F;71;FAUX;FAUX;100k-125k;Private;Sports Car;FAUX;1;10.0;Highly Urban/ Urban;06/03/2022;dev_integral;301-400
486;F;4;FAUX;FAUX;<25k;Private;Minivan;FAUX;0;1.0;z_Highly Rural/ Rural;26/05/2022;dev_integral;201-300
487;F;22;VRAI;VRAI;25k-50k;Private;Sports Car;FAUX;1;1.0;Highly Urban/ Urban;25/04/2022;dev_integral;201-300
488;M;60;FAUX;FAUX;25k-50k;Commercial;z_SUV;FAUX;0;1.0;z_Highly Rural/ Rural;29/05/2022;dev_premium;301-400
489;M;8;FAUX;VRAI;25k-50k;Private;Sports Car;FAUX;5;10.0;Highly Urban/ Urban;03/02/2022;dev_express;201-300
490;M;28;FAUX;VRAI;25k-50k;Commercial;Minivan;FAUX;0;8.0;Highly Urban/ Urban;16/05/2022;dev_express;201-300
491;F;58;VRAI;VRAI;50k-75k;Private;z_SUV;FAUX;1;10.0;Highly Urban/ Urban;15/05/2022;dev_express;201-300
492;M;74;FAUX;VRAI;50k-75k;Private;z_SUV;FAUX;2;6.0;Highly Urban/ Urban;28/05/2022;dev_express;201-300
493;F;75;FAUX;FAUX;<25k;Commercial;Pickup;VRAI;2;11.0;z_Highly Rural/ Rural;27/03/2022;dev_integral;201-300
494;M;50;FAUX;FAUX;25k-50k;Private;z_SUV;FAUX;4;1.0;Highly Urban/ Urban;03/02/2022;dev_integral;301-400
495;F;8;FAUX;FAUX;100k-125k;Commercial;Panel Truck;VRAI;4;8.0;Highly Urban/ Urban;06/05/2022;dev_premium;501-600
496;F;21;FAUX;FAUX;25k-50k;Private;Minivan;FAUX;3;;z_Highly Rural/ Rural;12/05/2022;dev_premium;301-400
497;F;72;FAUX;FAUX;75k-100k;Commercial;Van;VRAI;1;13.0;Highly Urban/ Urban;15/01/2022;dev_integral;201-300
498;M;13;VRAI;VRAI;<25k;Commercial;Pickup;VRAI;1;1.0;Highly Urban/ Urban;24/01/2022;dev_integral;301-400
499;M;49;FAUX;FAUX;>125k;Private;Pickup;FAUX;0;19.0;Highly Urban/ Urban;17/03/2022;dev_integral;301-400
500;M;92;FAUX;FAUX;<25k;Private;z_SUV;FAUX;1;9.0;z_Highly Rural/ Rural;29/03/2022;dev_integral;301-400
501;M;19;FAUX;FAUX;50k-75k;Private;Pickup;VRAI;0;;Highly Urban/ Urban;10/05/2022;dev_express;201-300
502;F;60;FAUX;FAUX;100k-125k;Private;Minivan;FAUX;0;15.0;Highly Urban/ Urban;14/03/2022;dev_express;201-300
503;F;75;FAUX;FAUX;25k-50k;Private;Pickup;FAUX;0;10.0;z_Highly Rural/ Rural;31/05/2022;dev_premium;501-600
504;F;6;FAUX;FAUX;>125k;Private;z_SUV;FAUX;0;7.0;Highly Urban/ Urban;10/05/2022;dev_integral;301-400
505;F;58;FAUX;VRAI;25k-50k;Commercial;Pickup;FAUX;0;1.0;Highly Urban/ Urban;14/05/2022;dev_express;201-300
506;F;86;FAUX;FAUX;100k-125k;Commercial;Van;FAUX;2;12.0;Highly Urban/ Urban;07/05/2022;dev_express;201-300
507;F;53;FAUX;FAUX;50k-75k;Private;Pickup;VRAI;1;1.0;z_Highly Rural/ Rural;17/05/2022;dev_integral;301-400
508;M;52;FAUX;FAUX;<25k;Commercial;Minivan;VRAI;0;8.0;Highly Urban/ Urban;17/03/2022;dev_integral;201-300
509;F;45;FAUX;FAUX;>125k;Commercial;Van;VRAI;3;10.0;Highly Urban/ Urban;15/03/2022;dev_premium;401-500
510;F;52;FAUX;FAUX;>125k;Private;Minivan;FAUX;0;13.0;Highly Urban/ Urban;30/03/2022;dev_express;201-300
511;F;59;FAUX;FAUX;75k-100k;Private;z_SUV;FAUX;0;1.0;Highly Urban/ Urban;21/01/2022;dev_express;201-300
512;M;62;FAUX;VRAI;<25k;Commercial;z_SUV;FAUX;2;1.0;Highly Urban/ Urban;18/01/2022;dev_express;201-300
513;F;18;FAUX;FAUX;<25k;Commercial;Minivan;VRAI;1;17.0;Highly Urban/ Urban;19/04/2022;dev_integral;201-300
514;M;57;FAUX;FAUX;25k-50k;Commercial;Pickup;VRAI;0;7.0;z_Highly Rural/ Rural;18/05/2022;dev_premium;301-400
515;M;56;FAUX;FAUX;75k-100k;Private;Minivan;FAUX;0;21.0;Highly Urban/ Urban;04/04/2022;dev_express;201-300
516;M;55;FAUX;VRAI;>125k;Private;Minivan;VRAI;0;8.0;Highly Urban/ Urban;25/03/2022;dev_integral;301-400
517;F;61;FAUX;VRAI;75k-100k;Commercial;Minivan;FAUX;7;1.0;Highly Urban/ Urban;23/03/2022;dev_integral;201-300
518;F;34;FAUX;FAUX;100k-125k;Commercial;Panel Truck;VRAI;0;11.0;Highly Urban/ Urban;25/03/2022;dev_express;201-300
519;M;29;FAUX;FAUX;;Private;Minivan;VRAI;0;22.0;Highly Urban/ Urban;23/02/2022;dev_integral;301-400
520;F;83;FAUX;FAUX;>125k;Commercial;z_SUV;FAUX;4;10.0;Highly Urban/ Urban;08/04/2022;dev_premium;501-600
521;M;69;FAUX;FAUX;25k-50k;Private;Minivan;FAUX;0;;Highly Urban/ Urban;25/02/2022;dev_integral;301-400
522;F;68;FAUX;FAUX;25k-50k;Private;z_SUV;FAUX;2;8.0;Highly Urban/ Urban;07/02/2022;dev_integral;201-300
523;M;4;VRAI;VRAI;<25k;Commercial;Minivan;FAUX;0;4.0;z_Highly Rural/ Rural;01/04/2022;dev_integral;301-400
524;M;16;FAUX;FAUX;100k-125k;Private;Minivan;FAUX;3;;Highly Urban/ Urban;25/05/2022;dev_express;201-300
525;F;80;FAUX;FAUX;25k-50k;Private;z_SUV;FAUX;5;7.0;Highly Urban/ Urban;21/04/2022;dev_express;201-300
526;F;59;FAUX;FAUX;<25k;Private;Minivan;VRAI;0;1.0;Highly Urban/ Urban;31/05/2022;dev_premium;301-400
527;M;32;FAUX;FAUX;;Commercial;Pickup;FAUX;0;1.0;Highly Urban/ Urban;19/02/2022;dev_express;201-300
528;F;60;VRAI;VRAI;25k-50k;Private;z_SUV;FAUX;9;6.0;Highly Urban/ Urban;23/05/2022;dev_integral;301-400
529;M;84;FAUX;VRAI;75k-100k;Commercial;Pickup;FAUX;0;4.0;z_Highly Rural/ Rural;24/02/2022;dev_integral;301-400
530;M;82;FAUX;VRAI;50k-75k;Private;Sports Car;FAUX;0;;Highly Urban/ Urban;28/05/2022;dev_express;201-300
531;F;77;FAUX;FAUX;25k-50k;Private;Minivan;FAUX;0;9.0;Highly Urban/ Urban;18/05/2022;dev_express;201-300
532;M;54;FAUX;VRAI;25k-50k;Commercial;Panel Truck;VRAI;4;1.0;Highly Urban/ Urban;12/03/2022;dev_express;201-300
533;M;52;VRAI;VRAI;50k-75k;Commercial;Pickup;VRAI;2;8.0;z_Highly Rural/ Rural;06/03/2022;dev_express;201-300
534;M;89;FAUX;FAUX;;Commercial;Pickup;VRAI;3;1.0;Highly Urban/ Urban;04/03/2022;dev_express;201-300
535;M;71;FAUX;VRAI;25k-50k;Commercial;Pickup;VRAI;2;13.0;z_Highly Rural/ Rural;10/05/2022;dev_premium;301-400
536;M;46;FAUX;VRAI;;Private;Pickup;VRAI;3;9.0;Highly Urban/ Urban;08/04/2022;dev_express;201-300
537;F;58;FAUX;FAUX;50k-75k;Commercial;z_SUV;FAUX;1;1.0;Highly Urban/ Urban;20/01/2022;dev_express;201-300
538;F;66;FAUX;VRAI;;Private;Minivan;VRAI;2;;z_Highly Rural/ Rural;06/01/2022;dev_express;201-300
539;F;36;FAUX;VRAI;<25k;Private;Sports Car;FAUX;2;8.0;z_Highly Rural/ Rural;07/01/2022;dev_integral;201-300
540;F;49;FAUX;FAUX;<25k;Private;Pickup;VRAI;1;1.0;Highly Urban/ Urban;04/05/2022;dev_express;201-300
541;M;5;FAUX;FAUX;>125k;Private;Pickup;FAUX;2;15.0;Highly Urban/ Urban;05/05/2022;dev_integral;301-400
542;F;4;VRAI;VRAI;75k-100k;Private;Sports Car;FAUX;7;18.0;Highly Urban/ Urban;14/03/2022;dev_express;201-300
543;M;88;FAUX;FAUX;50k-75k;Private;Minivan;FAUX;2;12.0;Highly Urban/ Urban;13/02/2022;dev_express;201-300
544;M;86;FAUX;FAUX;25k-50k;Private;Minivan;VRAI;0;17.0;z_Highly Rural/ Rural;27/03/2022;dev_integral;301-400
545;F;56;FAUX;FAUX;50k-75k;Private;Sports Car;FAUX;0;1.0;Highly Urban/ Urban;02/02/2022;dev_integral;301-400
546;F;83;VRAI;VRAI;75k-100k;Commercial;Panel Truck;VRAI;0;14.0;z_Highly Rural/ Rural;22/05/2022;dev_integral;301-400
547;M;58;FAUX;FAUX;25k-50k;Private;Sports Car;FAUX;2;9.0;Highly Urban/ Urban;03/02/2022;dev_integral;201-300
548;M;27;FAUX;FAUX;25k-50k;Private;z_SUV;FAUX;3;7.0;Highly Urban/ Urban;17/04/2022;dev_express;201-300
549;F;68;FAUX;FAUX;50k-75k;Private;Sports Car;FAUX;0;9.0;Highly Urban/ Urban;30/01/2022;dev_integral;201-300
550;M;72;FAUX;FAUX;>125k;Private;z_SUV;FAUX;3;12.0;Highly Urban/ Urban;04/01/2022;dev_integral;201-300
551;F;29;FAUX;VRAI;25k-50k;Private;Pickup;VRAI;2;11.0;z_Highly Rural/ Rural;20/02/2022;dev_premium;401-500
552;M;37;FAUX;FAUX;75k-100k;Private;z_SUV;FAUX;0;18.0;Highly Urban/ Urban;22/03/2022;dev_integral;301-400
553;M;71;FAUX;FAUX;;Private;Sports Car;FAUX;0;20.0;Highly Urban/ Urban;14/04/2022;dev_integral;301-400
554;M;85;FAUX;FAUX;25k-50k;Commercial;z_SUV;FAUX;4;9.0;Highly Urban/ Urban;28/03/2022;dev_integral;301-400
555;M;45;FAUX;FAUX;25k-50k;Commercial;z_SUV;FAUX;0;5.0;Highly Urban/ Urban;15/01/2022;dev_integral;301-400
556;M;91;VRAI;VRAI;25k-50k;Commercial;Pickup;FAUX;1;7.0;Highly Urban/ Urban;30/03/2022;dev_express;201-300
557;M;15;FAUX;FAUX;;Private;Minivan;FAUX;0;1.0;z_Highly Rural/ Rural;03/04/2022;dev_express;201-300
558;M;4;FAUX;VRAI;50k-75k;Private;Minivan;FAUX;0;;Highly Urban/ Urban;11/04/2022;dev_integral;301-400
559;F;65;FAUX;FAUX;<25k;Commercial;Panel Truck;VRAI;0;;Highly Urban/ Urban;18/05/2022;dev_integral;301-400
560;M;89;FAUX;FAUX;<25k;Private;Pickup;VRAI;4;1.0;Highly Urban/ Urban;02/04/2022;dev_integral;301-400
561;M;1;FAUX;FAUX;50k-75k;Private;Minivan;VRAI;0;19.0;Highly Urban/ Urban;09/03/2022;dev_express;201-300
562;M;17;FAUX;FAUX;<25k;Private;Sports Car;FAUX;0;10.0;Highly Urban/ Urban;13/04/2022;dev_integral;301-400
563;M;34;FAUX;FAUX;25k-50k;Commercial;Van;VRAI;3;18.0;Highly Urban/ Urban;14/03/2022;dev_integral;301-400
564;M;51;FAUX;VRAI;<25k;Private;Minivan;FAUX;1;10.0;Highly Urban/ Urban;12/05/2022;dev_express;201-300
565;F;23;FAUX;VRAI;<25k;Private;Van;FAUX;0;1.0;Highly Urban/ Urban;01/01/2022;dev_integral;201-300
566;M;25;VRAI;VRAI;75k-100k;Private;z_SUV;FAUX;4;16.0;Highly Urban/ Urban;25/05/2022;dev_express;201-300
567;F;56;FAUX;FAUX;<25k;Private;z_SUV;FAUX;0;9.0;Highly Urban/ Urban;16/05/2022;dev_express;201-300
568;M;13;VRAI;VRAI;<25k;Private;Pickup;FAUX;1;7.0;Highly Urban/ Urban;27/02/2022;dev_integral;301-400
569;F;85;FAUX;FAUX;>125k;Private;Pickup;FAUX;0;15.0;Highly Urban/ Urban;09/03/2022;dev_integral;201-300
570;M;30;FAUX;FAUX;50k-75k;Private;z_SUV;FAUX;4;13.0;Highly Urban/ Urban;31/05/2022;dev_express;201-300
571;F;61;FAUX;FAUX;>125k;Private;Minivan;FAUX;0;14.0;Highly Urban/ Urban;02/03/2022;dev_premium;301-400
572;F;21;FAUX;VRAI;75k-100k;Commercial;Panel Truck;VRAI;0;24.0;Highly Urban/ Urban;24/04/2022;dev_premium;501-600
573;F;66;FAUX;FAUX;<25k;Commercial;Pickup;FAUX;3;10.0;Highly Urban/ Urban;21/01/2022;dev_express;201-300
574;F;72;FAUX;FAUX;75k-100k;Private;z_SUV;FAUX;4;13.0;Highly Urban/ Urban;07/03/2022;dev_express;201-300
575;F;7;FAUX;FAUX;<25k;Private;Pickup;VRAI;0;17.0;z_Highly Rural/ Rural;31/05/2022;dev_express;201-300
576;M;84;FAUX;VRAI;75k-100k;Commercial;Van;VRAI;4;8.0;Highly Urban/ Urban;13/05/2022;dev_integral;201-300
577;F;63;FAUX;FAUX;50k-75k;Private;Pickup;VRAI;0;15.0;Highly Urban/ Urban;23/05/2022;dev_integral;201-300
578;M;16;FAUX;FAUX;<25k;Commercial;Minivan;FAUX;1;10.0;Highly Urban/ Urban;11/05/2022;dev_express;201-300
579;M;56;FAUX;FAUX;<25k;Private;Minivan;VRAI;3;1.0;Highly Urban/ Urban;05/04/2022;dev_integral;301-400
580;M;45;FAUX;FAUX;75k-100k;Private;z_SUV;FAUX;8;1.0;Highly Urban/ Urban;27/05/2022;dev_integral;301-400
581;M;54;FAUX;VRAI;25k-50k;Private;Minivan;VRAI;2;1.0;Highly Urban/ Urban;20/04/2022;dev_premium;301-400
582;M;49;FAUX;VRAI;<25k;Commercial;Panel Truck;VRAI;0;10.0;Highly Urban/ Urban;25/01/2022;dev_express;201-300
583;M;54;FAUX;VRAI;50k-75k;Private;Minivan;VRAI;1;13.0;Highly Urban/ Urban;08/04/2022;dev_express;201-300
584;M;88;FAUX;FAUX;<25k;Private;Minivan;VRAI;0;7.0;z_Highly Rural/ Rural;18/02/2022;dev_integral;301-400
585;F;37;FAUX;FAUX;75k-100k;Commercial;Minivan;FAUX;0;;Highly Urban/ Urban;12/01/2022;dev_integral;301-400
586;M;87;FAUX;FAUX;<25k;Private;Sports Car;FAUX;2;1.0;Highly Urban/ Urban;10/01/2022;dev_integral;301-400
587;M;91;VRAI;VRAI;50k-75k;Private;z_SUV;FAUX;1;5.0;Highly Urban/ Urban;10/05/2022;dev_premium;401-500
588;M;87;FAUX;VRAI;;Private;z_SUV;FAUX;0;10.0;z_Highly Rural/ Rural;23/03/2022;dev_premium;401-500
589;M;62;FAUX;FAUX;<25k;Private;z_SUV;FAUX;5;3.0;Highly Urban/ Urban;19/02/2022;dev_integral;201-300
590;M;36;VRAI;VRAI;;Private;z_SUV;FAUX;0;1.0;z_Highly Rural/ Rural;27/04/2022;dev_express;201-300
591;F;78;FAUX;FAUX;25k-50k;Private;Pickup;VRAI;0;1.0;Highly Urban/ Urban;23/04/2022;dev_express;201-300
592;F;49;FAUX;FAUX;>125k;Commercial;Panel Truck;VRAI;5;10.0;Highly Urban/ Urban;21/05/2022;dev_integral;301-400
593;M;5;FAUX;FAUX;100k-125k;Private;Van;VRAI;6;;Highly Urban/ Urban;06/01/2022;dev_express;201-300
